SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
102561,0.0,Cash loans,F,N,Y,1,180000.0,1006920.0,42790.5,900000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.035792,-17498,-2709,-233,-1044,,1,1,0,1,0,0,Sales staff,3,2,2,WEDNESDAY,13,0,0,0,0,0,0,Transport: type 4,0.540996625,0.701360226,0.692559067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102564,0.0,Cash loans,M,N,Y,0,225000.0,266652.0,21195.0,202500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.00702,-18516,-1571,-535,-1949,,1,1,1,1,0,0,Laborers,1,2,2,SATURDAY,18,0,0,0,0,0,0,Self-employed,,0.62555026,0.289611238,0.1433,0.1261,0.9831,0.7688,0.0216,0.0,0.2759,0.1667,,0.0227,0.1168,0.106,,0.0543,0.146,0.1308,0.9831,0.7779,0.0218,0.0,0.2759,0.1667,,0.0232,0.1276,0.1104,,0.0575,0.1447,0.1261,0.9831,0.7719,0.0217,0.0,0.2759,0.1667,,0.0231,0.1189,0.1079,,0.0555,,block of flats,0.0952,Panel,No,4.0,0.0,4.0,0.0,-1018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
102565,0.0,Cash loans,F,N,Y,1,225000.0,675000.0,52366.5,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.026392,-11341,-426,-655,-2660,,1,1,0,1,0,0,Sales staff,3,2,2,TUESDAY,15,0,0,0,1,1,1,Other,,0.699566269,0.70620511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,4.0
102566,0.0,Cash loans,F,Y,N,0,270000.0,805536.0,31648.5,720000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.009334,-10027,-957,-9549,-2720,7.0,1,1,0,1,0,0,Waiters/barmen staff,2,2,2,SATURDAY,14,0,0,0,0,0,0,Self-employed,,0.628460208,0.267868936,0.0773,0.0614,0.9762,,,0.0,0.1724,0.1667,,0.0911,,0.0613,,0.0,0.0788,0.0638,0.9762,,,0.0,0.1724,0.1667,,0.0932,,0.0639,,0.0,0.0781,0.0614,0.9762,,,0.0,0.1724,0.1667,,0.0927,,0.0624,,0.0,,block of flats,0.0546,Panel,No,5.0,0.0,5.0,0.0,-1636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
102567,0.0,Cash loans,F,N,Y,0,90000.0,447768.0,35505.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-19004,-2026,-5749,-2003,,1,1,1,1,1,0,Sales staff,2,2,2,THURSDAY,13,0,0,0,0,0,0,Self-employed,,0.071186655,0.070108844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102569,0.0,Revolving loans,M,N,Y,0,180000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01452,-19687,-320,-307,-3208,,1,1,1,1,1,0,Drivers,2,2,2,WEDNESDAY,10,0,1,1,0,1,1,Industry: type 9,,0.616399472,0.497468889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102570,0.0,Cash loans,F,Y,Y,2,112500.0,427500.0,31108.5,427500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-10505,-2052,-4953,-1386,8.0,1,1,0,1,1,0,,4,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.393226433,0.72917797,0.595456203,,,0.9821,,,,,,,,,0.096,,,,,0.9821,,,,,,,,,0.1,,,,,0.9821,,,,,,,,,0.0977,,,,,0.0883,,No,1.0,1.0,1.0,1.0,-275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0
102571,0.0,Cash loans,F,N,Y,0,112500.0,157500.0,8172.0,157500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-15576,-1364,-3948,-5124,,1,1,1,1,1,0,Core staff,2,2,2,THURSDAY,14,0,0,0,0,1,1,Government,0.445763456,0.511775399,0.6577838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
102572,0.0,Cash loans,F,N,N,1,90000.0,314100.0,16443.0,225000.0,Other_B,Working,Lower secondary,Single / not married,House / apartment,0.019689,-12621,-4280,-4432,-4432,,1,1,0,1,0,0,,2,2,2,WEDNESDAY,11,0,0,0,0,1,1,Government,,0.290378679,0.832785025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102573,0.0,Cash loans,M,Y,N,0,202500.0,900000.0,35694.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-13606,-4069,-3076,-4572,7.0,1,1,1,1,1,0,,2,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.474046841,0.497809672,0.716570245,0.1206,0.0513,0.9896,0.8572,0.0361,0.08,0.069,0.375,0.4167,0.0519,0.0983,0.1464,0.0039,0.0813,0.1229,0.0532,0.9896,0.8628,0.0364,0.0806,0.069,0.375,0.4167,0.0531,0.1074,0.1526,0.0039,0.0861,0.1218,0.0513,0.9896,0.8591,0.0363,0.08,0.069,0.375,0.4167,0.0528,0.1,0.1491,0.0039,0.083,reg oper account,block of flats,0.1811,"Stone, brick",No,1.0,0.0,1.0,0.0,-1491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102574,1.0,Cash loans,F,N,N,0,81000.0,306306.0,12978.0,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018634,-22898,365243,-3072,-4907,,1,0,0,1,0,0,,1,2,2,TUESDAY,17,0,0,0,0,0,0,XNA,,0.063305513,0.733814537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
102575,0.0,Cash loans,F,N,N,0,54000.0,225000.0,12694.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.032561,-22314,365243,-13391,-4746,,1,0,0,1,1,0,,2,1,1,TUESDAY,9,0,0,0,0,0,0,XNA,,0.561680705,0.636376171,0.0124,0.0243,0.9513,0.3336,0.0036,0.0,0.0345,0.125,0.1667,0.0187,0.0101,0.0177,0.0,0.024,0.0126,0.0252,0.9513,0.3597,0.0036,0.0,0.0345,0.125,0.1667,0.0191,0.011,0.0185,0.0,0.0254,0.0125,0.0243,0.9513,0.3425,0.0036,0.0,0.0345,0.125,0.1667,0.019,0.0103,0.018,0.0,0.0245,reg oper account,block of flats,0.0211,"Stone, brick",No,0.0,0.0,0.0,0.0,-3375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
102576,0.0,Cash loans,F,N,N,2,157500.0,450000.0,30573.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-10008,-207,-913,-2436,,1,1,0,1,0,0,Medicine staff,4,2,2,MONDAY,12,0,0,0,0,1,1,Other,,0.679740691,0.355638717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,5.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
102577,0.0,Revolving loans,F,N,N,0,117000.0,360000.0,18000.0,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885,-22912,365243,-3281,-4288,,1,0,0,1,0,0,,1,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.687243206,0.798137231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102578,1.0,Cash loans,F,N,Y,0,112500.0,239850.0,23494.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.014464,-24760,365243,-2524,-4915,,1,0,0,1,0,0,,1,2,2,FRIDAY,7,0,0,0,0,0,0,XNA,,0.651400671,,0.0835,0.087,0.9856,0.8028,0.0467,0.04,0.0345,0.3333,0.0417,0.0483,0.0681,0.0714,0.0,0.0,0.0851,0.0903,0.9856,0.8105,0.0472,0.0403,0.0345,0.3333,0.0417,0.0494,0.0744,0.0744,0.0,0.0,0.0843,0.087,0.9856,0.8054,0.047,0.04,0.0345,0.3333,0.0417,0.0491,0.0693,0.0727,0.0,0.0,reg oper account,block of flats,0.0817,"Stone, brick",No,0.0,0.0,0.0,0.0,-735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
102579,0.0,Cash loans,F,N,N,0,112500.0,490495.5,26014.5,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.002042,-22431,365243,-3076,-4919,,1,0,0,1,0,0,,1,3,3,TUESDAY,10,0,0,0,0,0,0,XNA,,0.617985606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-860,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102580,0.0,Cash loans,M,Y,N,1,315000.0,481495.5,33642.0,454500.0,Unaccompanied,State servant,Higher education,Civil marriage,With parents,0.018634,-11061,-284,-9651,-3656,14.0,1,1,0,1,0,0,Managers,3,2,2,WEDNESDAY,11,0,0,0,1,1,0,Military,0.661553102,0.47260739,0.725276435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102581,1.0,Cash loans,F,N,Y,0,112500.0,198085.5,18297.0,171000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-20536,365243,-9827,-3644,,1,0,0,1,0,0,,1,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,0.481338024,0.481193705,0.486653157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102583,0.0,Cash loans,F,N,Y,1,270000.0,1223010.0,48501.0,1125000.0,Unaccompanied,Working,Incomplete higher,Separated,House / apartment,0.002506,-15902,-513,-6582,-4246,,1,1,0,1,0,0,Sales staff,2,2,2,WEDNESDAY,9,0,0,0,0,1,1,Self-employed,0.515515599,0.721445073,0.675413291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102584,0.0,Cash loans,M,Y,Y,0,243000.0,1350000.0,35613.0,1350000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.072508,-19219,-4382,-4449,-2768,3.0,1,1,0,1,1,0,,2,1,1,SUNDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.619017569,0.807273923,0.1918,0.1755,0.994,0.9184,0.1479,0.4,0.1724,0.5,0.3333,0.0,0.1563,0.1097,0.0,0.0888,0.1954,0.1816,0.9935,0.9151,0.1433,0.4028,0.1724,0.5,0.3333,0.0,0.1708,0.1138,0.0,0.0931,0.1936,0.1755,0.994,0.9195,0.1488,0.4,0.1724,0.5,0.3333,0.0,0.159,0.1117,0.0,0.0906,reg oper account,block of flats,0.165,Panel,No,0.0,0.0,0.0,0.0,-3172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102585,0.0,Cash loans,F,N,Y,2,180000.0,531706.5,32656.5,459000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-13230,-2908,-356,-2210,,1,1,0,1,0,0,High skill tech staff,4,2,2,MONDAY,9,0,0,0,0,0,0,Business Entity Type 2,0.5145353,0.797682163,0.45432106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,-2394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102586,1.0,Cash loans,M,N,N,0,135000.0,364896.0,28827.0,315000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.015221,-8072,-938,-992,-697,,1,1,1,1,0,0,Laborers,1,2,2,WEDNESDAY,18,0,0,0,1,1,0,Business Entity Type 3,0.156565991,0.193418986,0.266456808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0
102587,0.0,Cash loans,M,Y,N,0,270000.0,1468719.0,42943.5,1282500.0,Unaccompanied,State servant,Higher education,Married,Office apartment,0.072508,-12439,-1098,-510,-4215,6.0,1,1,1,1,0,0,Managers,2,1,1,WEDNESDAY,13,0,0,0,0,0,0,Police,0.459610472,0.556495048,0.367291018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
102588,0.0,Cash loans,F,N,Y,0,153900.0,152820.0,15241.5,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.002042,-24646,365243,-180,-4534,,1,0,0,1,0,0,,1,3,3,TUESDAY,14,0,0,0,0,0,0,XNA,,0.714029302,0.732403323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-402,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
102589,0.0,Cash loans,M,Y,Y,0,450000.0,2160000.0,59400.0,2160000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.04622,-19499,-209,-7283,-3053,3.0,1,1,1,1,0,0,Managers,1,1,1,FRIDAY,13,0,1,1,0,1,1,Bank,0.739859672,0.755098334,0.549596502,0.0722,,0.9762,,,0.0,0.1379,0.1667,,,,0.0524,,,0.0735,,0.9762,,,0.0,0.1379,0.1667,,,,0.0546,,,0.0729,,0.9762,,,0.0,0.1379,0.1667,,,,0.0533,,,,block of flats,0.0572,"Stone, brick",No,0.0,0.0,0.0,0.0,-204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102590,0.0,Cash loans,F,Y,Y,0,148500.0,1082214.0,31770.0,945000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.001276,-18144,-110,-7,-1227,12.0,1,1,0,1,0,0,Sales staff,2,2,2,WEDNESDAY,3,0,0,0,0,0,0,Trade: type 7,,0.168578474,0.583237926,0.0629,0.1082,0.9856,0.8028,0.0149,0.0,0.1034,0.1667,0.0417,0.0855,0.0513,0.0866,0.0116,0.0149,0.0641,0.1123,0.9856,0.8105,0.015,0.0,0.1034,0.1667,0.0417,0.0875,0.056,0.0902,0.0117,0.0158,0.0635,0.1082,0.9856,0.8054,0.015,0.0,0.1034,0.1667,0.0417,0.087,0.0522,0.0881,0.0116,0.0152,reg oper account,block of flats,0.0935,Panel,No,0.0,0.0,0.0,0.0,-1062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102591,0.0,Cash loans,M,N,Y,0,99000.0,315000.0,15318.0,315000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-22600,365243,-1502,-4642,,1,0,0,1,0,0,,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,XNA,0.579057491,0.163187035,0.75037515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102593,0.0,Cash loans,F,N,Y,1,202500.0,1082214.0,31770.0,945000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-16150,-3359,-2571,-4404,,1,1,0,1,0,0,,3,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.445660816,0.310302405,0.703203305,0.2907,0.1845,0.9866,0.8164,0.1049,0.28,0.2414,0.375,0.4167,0.0,0.2269,0.3132,0.0463,0.0482,0.2962,0.1915,0.9866,0.8236,0.1059,0.282,0.2414,0.375,0.4167,0.0,0.2479,0.3263,0.0467,0.051,0.2935,0.1845,0.9866,0.8189,0.1056,0.28,0.2414,0.375,0.4167,0.0,0.2309,0.3188,0.0466,0.0492,reg oper account,block of flats,0.3142,Panel,No,0.0,0.0,0.0,0.0,-3415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
102594,0.0,Cash loans,M,N,Y,2,157500.0,521280.0,35392.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-18012,-2728,-4894,-1567,,1,1,0,1,0,0,Security staff,4,2,2,WEDNESDAY,12,0,0,0,0,0,0,Security,,0.588011087,0.45969045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102595,0.0,Cash loans,F,N,Y,0,90000.0,152820.0,8901.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.020246,-19854,-4193,-12024,-3399,,1,1,1,1,1,0,,1,3,3,SUNDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.428512446,0.515495375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102596,0.0,Cash loans,F,N,Y,0,225000.0,614223.0,31491.0,549000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.00823,-19330,-11500,-10446,-2879,,1,1,0,1,0,0,Core staff,2,2,2,WEDNESDAY,9,0,0,0,0,1,1,Kindergarten,,0.475742459,0.681705878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102598,0.0,Cash loans,M,Y,Y,0,157500.0,404325.0,22063.5,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-19261,-3938,-7980,-2340,18.0,1,1,1,1,1,0,Laborers,2,2,2,MONDAY,10,0,0,0,0,0,0,Housing,,0.503828636,0.267868936,0.0175,0.0,0.9588,0.4356,0.0274,0.0,0.1034,0.0417,0.0833,0.0204,,0.0146,,0.0,0.0179,0.0,0.9588,0.4577,0.0277,0.0,0.1034,0.0417,0.0833,0.0209,,0.0152,,0.0,0.0177,0.0,0.9588,0.4431,0.0276,0.0,0.1034,0.0417,0.0833,0.0208,,0.0148,,0.0,reg oper account,block of flats,0.015,"Stone, brick",No,1.0,0.0,1.0,0.0,-1914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
102599,1.0,Cash loans,F,N,N,0,180000.0,1113840.0,47191.5,900000.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.002506,-20311,-570,-3772,-3772,,1,1,1,1,1,0,Core staff,1,2,2,THURSDAY,4,0,0,0,0,0,0,Government,,0.717716524,,0.0454,,0.9737,0.6396,0.0,0.0,0.1034,0.125,0.0417,,0.037,0.0314,0.0,0.0313,0.0462,,0.9737,0.6537,0.0,0.0,0.1034,0.125,0.0417,,0.0404,0.0327,0.0,0.0332,0.0458,,0.9737,0.6444,0.0,0.0,0.1034,0.125,0.0417,,0.0376,0.032,0.0,0.032,reg oper account,block of flats,0.0315,Block,No,1.0,0.0,1.0,0.0,-592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102600,0.0,Cash loans,F,N,Y,0,315000.0,773680.5,34209.0,679500.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.002042,-18748,-9785,-2148,-2304,,1,1,0,1,0,0,,1,3,3,THURSDAY,16,0,0,0,0,0,0,Other,0.721442645,0.503527973,0.736622698,0.0825,0.0727,0.9826,0.762,0.0,0.0,0.0345,0.1667,0.0417,0.0,0.0672,0.0316,0.0,0.0628,0.084,0.0755,0.9826,0.7713,0.0,0.0,0.0345,0.1667,0.0417,0.0,0.0735,0.0329,0.0,0.0665,0.0833,0.0727,0.9826,0.7652,0.0,0.0,0.0345,0.1667,0.0417,0.0,0.0684,0.0321,0.0,0.0641,reg oper account,specific housing,0.0279,"Stone, brick",No,3.0,1.0,3.0,0.0,-1153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
102601,0.0,Cash loans,F,N,Y,0,90000.0,76410.0,8154.0,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007305,-17813,-2273,-2639,-1356,,1,1,1,1,1,0,Cooking staff,2,3,3,MONDAY,13,0,0,0,1,1,0,Kindergarten,,0.042958398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
